_id,Proj ID,Department,Project_Name,Scope_Of_Work,PM_Department,Project_Status,Neighborhood,Authorization_Existing,Authorization_FY,Authorization_Future,OC_Existing,OC_FY,OC_Future,Grant_Existing,Grant_FY,Grant_Future,GO_Expended,Capital_Year_0,CapitalYear_1,Capital_Year_25,OC_Expended,OC_Year_0,OC_Year_1,OCYear_25,Grant_Expended,Grant_Year_0,Grant_Year_1,GrantYear_25,External_Funds,Total_Project_Budget
95,CMS24178,Department of Innovation and Technology,Data Analytics,"Invest in data analytic tools, technologies, and processes to empower data-driven management.",Department of Innovation and Technology,Annual Program,Citywide,9000000,0,0,0,0,0,0,0,0,2230994,600000,850000,5319006,0,0,0,0,0,0,0,0,0,9000000
96,CMS24159,Department of Innovation and Technology,Digital Service Delivery and Engagement,Implement digital technology solutions that better engage residents with government.,Department of Innovation and Technology,Annual Program,Citywide,7750000,0,0,0,0,0,0,0,0,3061994,120000,250000,4318006,0,0,0,0,0,0,0,0,0,7750000
97,CMS23490,Department of Innovation and Technology,Enterprise Applications,Identify and procure enterprise business applications that enhance productivity and improve City business operations.,Department of Innovation and Technology,Annual Program,Citywide,26000000,0,0,0,0,0,0,0,0,14229763,2290000,2300000,7180237,0,0,0,0,0,0,0,0,0,26000000
98,CMS24998,Department of Innovation and Technology,Trunked Radio System,Design and implementation of upgrades to the trunked radio system.,Department of Innovation and Technology,Implementation Underway,Citywide,6156000,0,0,0,0,0,0,0,0,4042523,250000,250000,1613477,0,0,0,0,0,0,0,0,0,6156000
99,CMS25192,Department of Innovation and Technology,Unified Constituent Identity and Access Management,Begin work on creating a unified Identity and Access Management system for constituents of Boston to improve security and access of online Boston municipal services.,Department of Innovation and Technology,To Be Scheduled,Citywide,2500000,0,0,0,0,0,0,0,0,17248,165000,0,2317752,0,0,0,0,0,0,0,0,0,2500000
100,CED25275,Environment Department,Border Street Resilience,Plan a resilient coastal solution for Border Street in East Boston.,Environment Department,In Design,East Boston,500000,0,0,1000000,0,0,0,0,0,316931,170000,13069,0,0,250000,500000,250000,0,0,0,0,0,1500000
101,CED24917,Environment Department,Climate Resilience Reserve,Reserve for climate resilient capital investments.,Environment Department,Annual Program,Citywide,3379585,0,0,0,0,0,0,0,0,624871,500000,500000,1754714,0,0,0,0,0,0,0,0,0,3379585
102,CED25312,Environment Department,Coastal Resilience Reserve,"Funding reserve that will be used to provide matching funds as needed for state, federal, or other grant programs and to support budget increases of coastal resilience projects that may be necessary.",Environment Department,Annual Program,Multiple Neighborhoods,0,15000000,55000000,0,5000000,0,0,0,0,0,0,5000000,65000000,0,0,1000000,4000000,0,0,0,0,0,75000000
103,CED25372,Environment Department,Lewis Mall & Carlton Wharf,"Advance design of a resilience solution at Lewis Mall and Carlton Wharf, supported by federal funds.",Environment Department,In Design,East Boston,662500,0,0,0,0,0,0,0,0,0,330000,332500,0,0,0,0,0,0,0,0,0,1987500,2650000
104,CED25374,Environment Department,Mario Umana Resilience Design,Design a resilient solution to the waterfront at the Mario Umana School.,Environment Department,In Design,East Boston,640000,0,0,0,0,0,0,0,0,0,75000,275000,290000,0,0,0,0,0,0,0,0,0,640000
105,CED25173,Environment Department,Moakley Park Connectors,Design of connection walking paths to Moakley Park from adjacent neighborhoods.,Environment Department,In Design,South Boston,544500,0,0,0,0,0,0,0,0,155481,75000,200000,114019,0,0,0,0,0,0,0,0,1633500,2178000
106,CED25128,Environment Department,Urban Wilds Land Management Plan,"Develop an Urban Wilds conservation and land management plan to establish criteria to prioritize future capital renovations, land acquisition, and management priorities for existing properties.",Environment Department,To Be Scheduled,Citywide,350000,0,0,0,0,0,0,0,0,0,15000,200000,135000,0,0,0,0,0,0,0,0,0,350000
107,CFD25281,Fire Department,Emergency Generator Replacement,"Design and engineering for the replacement of backup generators at Engines 7, 16, 22, and 28.",Public Facilities Department,Study Underway,Multiple Neighborhoods,1000000,0,0,0,0,0,0,0,0,0,0,400000,600000,0,0,0,0,0,0,0,0,0,1000000
108,CFD25329,Fire Department,Energy Management System Upgrades,"Design and implement building energy management system upgrades at firehouses across the City, providing improved control over energy use and improved efficiency of systems.",Public Facilities Department,Study Underway,Citywide,750000,0,0,0,0,0,0,0,0,0,0,375000,375000,0,0,0,0,0,0,0,0,0,750000
109,CFD25245,Fire Department,Engine 17 Phase 2,"Design and construction of fueling station, additional parking, landscaping improvements, and demolition of the existing Engine 17 fire station.",Public Facilities Department,In Construction,Dorchester,5000000,0,0,0,0,0,0,0,0,153147,500000,3000000,1346853,0,0,0,0,0,0,0,0,0,5000000
110,CFD25207,Fire Department,Engine 18,Programming and design for a new fire station to replace the existing station.,Public Facilities Department,To Be Scheduled,Dorchester,3000000,0,0,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,3000000
111,CFD25280,Fire Department,Engine 21 Structural Improvements,Repair granite block retaining wall and demolish structurally deficient porch at Engine 21.,Public Facilities Department,In Construction,Dorchester,1000000,0,0,0,0,0,0,0,0,45631,50000,50000,854369,0,0,0,0,0,0,0,0,0,1000000
112,CFD24874,Fire Department,Engine 3,Design and construct a new fire station.,Public Facilities Department,In Design,South End,3000000,27000000,0,0,0,0,0,0,0,157781,1000000,1000000,27842219,0,0,0,0,0,0,0,0,0,30000000
113,CFD25358,Fire Department,Engine 8 Study,Study and design renovations or replacement of Engine 8.,Public Facilities Department,In Design,North End,250000,0,0,0,0,0,0,0,0,0,50000,200000,0,0,0,0,0,0,0,0,0,0,250000
114,CFD25279,Fire Department,Engine 9 Exterior Repairs,Make structural repairs to the apron and other parts of the facade at Engine 9.,Public Facilities Department,In Construction,East Boston,916985,0,0,0,0,0,0,0,0,56892,150000,500000,210093,0,0,0,0,0,0,0,0,0,916985
115,CFD25357,Fire Department,Fire Detection Improvements at 7 Fire Stations,"Improvements to the fire detection and supression systems at Engines 2, 16, 29, 37, 53, 55, and Headquarters.",Public Facilities Department,To Be Scheduled,Multiple Neighborhoods,1000000,0,0,0,0,0,0,0,0,0,0,50000,950000,0,0,0,0,0,0,0,0,0,1000000
116,CFD24915,Fire Department,Fire Radio System Upgrades,Design and implementation of upgrades to the Fire radio system.,Fire Department,Implementation Underway,Citywide,46000000,0,0,0,0,0,0,0,0,27408261,5000000,5000000,8591739,0,0,0,0,0,0,0,0,0,46000000
117,CFD25282,Fire Department,Fuel Pump Tank Replacement,"Replace fuel tanks at Engines 10, 21, 29, and 55.",Public Facilities Department,In Design,Citywide,720000,0,0,0,0,0,0,0,0,0,50000,250000,420000,0,0,0,0,0,0,0,0,0,720000
118,CFD25274,Fire Department,Fire Apparatus FY25-28,Purchase new engines and ladders for Boston Fire.,Fire Department,Implementation Underway,Citywide,15579400,0,0,0,0,0,0,0,0,2288562,7500000,6000000,-209162,0,0,0,0,0,0,0,0,0,15579400
119,CFD24873,Fire Department,Moon Island Seawall,Design for infrastructure improvements to seawall adjacent to the Fire Department Training Academy.,Public Facilities Department,In Design,Harbor Islands,15800000,0,0,0,0,0,0,0,0,148013,300000,7000000,8351987,0,0,0,0,0,0,0,0,0,15800000
120,CFD25210,Fire Department,Seaport Fire Station,Programming and design for a new firehouse located in the Seaport.,Planning Department,To Be Scheduled,South Boston,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,4000000
121,CFD25208,Fire Department,Tech Rescue Water/Plumbing access,Install water and sewer infrastructure to the tech rescue training site at Moon Island.,Public Facilities Department,To Be Scheduled,Harbor Islands,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,5000000
122,CAR25019,Office of Arts & Culture,Book Mark'd,Fabricate and install a bronze sculpture of books for the entrance of the Mattapan Branch Library.,Office of Arts & Culture,In Construction,Mattapan,250000,0,0,0,0,0,0,0,0,100000,0,50000,100000,0,0,0,0,0,0,0,0,0,250000
123,CAR25123,Office of Arts & Culture,Chinatown Worker Statues Project,"Design, fabricate, and install four bronze figures on four separate sites in the Chinatown neighborhood of Boston.",Office of Arts & Culture,In Construction,Chinatown,1000000,0,0,0,0,0,0,0,0,202000,300000,400000,98000,0,0,0,0,0,0,0,0,0,1000000
124,CAR25126,Office of Arts & Culture,Emergent Memory (Cocoanut Grove Memorial)," Design, fabrication, site preparation, and installation of public art in Statler Park.",Office of Arts & Culture,In Construction,Bay Village,453000,0,0,0,0,0,0,0,0,280000,150000,23000,0,0,0,0,0,0,0,0,0,380000,833000
125,CAR24715,Office of Arts & Culture,Percent for the Arts,"One percent of the City’s annual planned bond issuance is designated for the commissioning of permanent, public art in municipal spaces. Site selection will be coordinated with projects in the capital plan.",Office of Arts & Culture,Annual Program,Citywide,26492000,0,0,0,0,0,0,0,0,4017128,700000,1000000,20774872,0,0,0,0,0,0,0,0,0,26492000
126,CAR25021,Office of Arts & Culture,The Legacy of Frederick Douglass,Fabricate and install a bronze figure grouping and construct a plaza honoring Frederick Douglass in Douglass Square.,Office of Arts & Culture,In Construction,Roxbury,550000,0,0,0,0,0,0,0,0,177110,0,100000,272890,0,0,0,0,0,0,0,0,0,550000
127,CND25054,Mayor's Office of Housing,BHA Charlestown,"Investment that supports the redevelopment of the Bunker Hill Housing Development. The initial phase includes 266 affordable units and over the life of the project will produce 1,010 affordable units.",Boston Housing Authority,In Construction,Charlestown,30000000,0,0,0,0,0,0,0,0,20456800,3000000,6543200,0,0,0,0,0,0,0,0,0,0,30000000
128,CND25334,Mayor's Office of Housing,Dudley Street Public Plaza,Construction of public plaza in Nubian Square.,Mayor's Office of Housing,In Construction,Roxbury,850000,0,0,0,0,0,0,0,0,0,0,595000,255000,0,0,0,0,0,0,0,0,0,850000
129,CND25303,Mayor's Office of Housing,Elevator Modernization,"Modernization of elevators at public housing sites to promote accessibility, ensure redundancy, and reduce vulnerability to outages, heat, or environmental hazards.",Boston Housing Authority,In Construction,Multiple Neighborhoods,4000000,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,4000000
130,CND25105,Mayor's Office of Housing,Mary Ellen McCormack Redevelopment,"Phase One comprises 1,365 units of new mixed-income housing (572 of which are affordable replacement units), 69,000 sq. ft. of community and retail space, 2.3 acres of open space, and 520 parking spaces.",Boston Housing Authority,To Be Scheduled,South Boston,20000000,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,20000000
131,CND25104,Mayor's Office of Housing,Mildred C. Hailey Phase 1 Redevelopment,"The project comprises 690 apartments, including a 1-to-1 replacement of the existing 253 public housing units and the construction of 435 new affordable and upper middle-income apartments.",Boston Housing Authority,In Construction,Jamaica Plain,22000000,1500000,0,0,0,0,0,0,0,5000000,8500000,4000000,6000000,0,0,0,0,0,0,0,0,0,23500000
132,CND25106,Mayor's Office of Housing,Mildred C. Hailey Preservation,"Renovate existing BHA housing units including plumbing, ventilation, windows, and other building repairs.",Boston Housing Authority,In Construction,Jamaica Plain,52000000,0,0,0,0,0,0,0,0,17333330,24000000,10666670,0,0,0,0,0,0,0,0,0,0,52000000
133,CND25333,Mayor's Office of Housing,Parker Street Retaining Wall,Replace retaining wall in Mission Hill neighborhood.,Mayor's Office of Housing,In Construction,Mission Hill,900000,0,0,0,0,0,0,0,0,0,750000,150000,0,0,0,0,0,0,0,0,0,0,900000
134,CPR24813,Parks and Recreation Department,Animal Shelter,Develop a building program and assess siting options.,Public Facilities Department,Study Underway,Roxbury,3000000,0,0,0,0,0,0,0,0,612541,0,150000,2237459,0,0,0,0,0,0,0,0,0,3000000
135,CPR24864,Parks and Recreation Department,Artificial Turf Replacement,Replace artificial turf fields with grass and natural turf at parks and playing fields across the city.,Parks and Recreation Department,Annual Program,Citywide,9000000,0,0,0,0,0,0,0,0,6733671,30000,500000,1736329,0,0,0,0,0,0,0,0,250000,9250000
136,CPR24958,Parks and Recreation Department,Back Bay Fens Pathways,Rehabilitate pathways at the Back Bay Fens to improve accessibility and site conditions.,Parks and Recreation Department,In Construction,Fenway / Kenmore,7500000,0,0,0,0,0,0,0,0,572297,20000,150000,6757703,0,0,0,0,0,0,0,0,0,7500000
137,CPR25205,Parks and Recreation Department,Barry Playground,"Upgrade field and sports lighting, install new drinking fountains, accessibility improvements, renovate seawall, and elevate the Harborwalk.",Parks and Recreation Department,In Design,Charlestown,400000,0,0,0,0,0,0,0,0,0,110000,125000,165000,0,0,0,0,0,0,0,0,0,400000
138,CPR25022,Parks and Recreation Department,Bay Village Neighborhood Park,"Comprehensive park renovation and addition of new plantings, park furniture, and interpretive features describing neighborhood history.",Parks and Recreation Department,In Construction,Bay Village,650000,0,0,0,0,0,0,0,0,38554,20000,40000,551446,0,0,0,0,0,0,0,0,25000,675000
139,CPR24990,Parks and Recreation Department,Billings Field,"Design a comprehensive park renovation including fields, courts, and other park infrastructure.",Parks and Recreation Department,In Construction,West Roxbury,12600000,0,0,0,0,0,0,0,0,306502,6000000,4000000,2293498,0,0,0,0,0,0,0,0,0,12600000
140,CPR25267,Parks and Recreation Department,Boston Common Frog Pond,Improvements to the Frog Pond at Boston Common.,Parks and Recreation Department,Study Underway,Beacon Hill,0,0,0,250000,0,0,0,0,0,0,0,0,0,117345,0,132655,0,0,0,0,0,0,250000
141,CPR24737,Parks and Recreation Department,Boston Common Master Plan,Develop a master plan to bring the nation's oldest public park to the level of excellence commensurate with its historical importance and use by the City’s residents and visitors.,Parks and Recreation Department,Implementation Underway,Beacon Hill,0,0,0,18970000,0,0,0,0,0,0,0,0,0,948124,75000,0,17946876,0,0,0,0,0,18970000
142,CPR25288,Parks and Recreation Department,Boston Common Mayor's Walk,"Design and construct a mid-block crossing on Charles Street at the Mayor's Walk to restore and clarify park edges and entrances, and improve Mayor's Walk surface, seating, and drainage.",Parks and Recreation Department,In Design,Beacon Hill,0,0,0,1420000,0,0,0,0,0,0,0,0,0,0,0,300000,1120000,0,0,0,0,0,1420000
143,CPR25289,Parks and Recreation Department,Boston Common Parkman Bandstand,"Design and construct improvements to the stone masonry and metal railings, and install an accessible ramp to create ADA access.",Parks and Recreation Department,In Design,Beacon Hill,0,0,0,1860000,0,0,0,0,0,0,0,0,0,0,30000,125000,1705000,0,0,0,0,0,1860000
144,CPR25336,Parks and Recreation Department,Boston Common Restroom Pilot Location at VIC,Purchase restroom trailer for seasonal installation at the VIC.,Parks and Recreation Department,Implementation Underway,Beacon Hill,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,100000
145,CPR25197,Parks and Recreation Department,Boston Common Shaw Accessibility,Create ADA accessible and general pedestrianized improvements at the Shaw Memorial on the Boston Common.,Parks and Recreation Department,In Construction,Beacon Hill,0,0,0,500000,0,0,0,0,0,0,0,0,0,9869,20000,55000,415131,0,0,0,0,0,500000
146,CPR24507,Parks and Recreation Department,Boston Common Tadpole Play Lot,"Revitalize the Boston Common playground including new play equipment, safety surfacing and site furnishings.",Parks and Recreation Department,In Construction,Beacon Hill,3000000,0,0,0,0,0,0,0,0,149897,60000,140000,2650103,0,0,0,0,0,0,0,0,0,3000000
147,CPR25337,Parks and Recreation Department,Buckley Playground,"Design and construct a comprehensive park renovation, including courts, and passive area.",Parks and Recreation Department,Study Underway,South Boston,160000,0,0,0,0,0,0,0,0,0,0,40000,120000,0,0,0,0,0,0,0,0,0,160000
148,CPR24870,Parks and Recreation Department,Bussey Brook Meadow Trail at Arnold Arboretum,"Repair and extension of walking paths, wetland habitat restoration and improvements to Bussey Brook flood retention capacity.",Parks and Recreation Department,In Design,Jamaica Plain,600000,0,0,0,0,0,0,0,0,0,0,45000,555000,0,0,0,0,0,0,0,0,0,600000
149,CPR25111,Parks and Recreation Department,Byrne Playground,"Renovate park including play lots, courts, and passive areas.",Parks and Recreation Department,In Design,Dorchester,2370000,0,0,0,0,0,0,0,0,171845,10000,140000,2048155,0,0,0,0,0,0,0,0,0,2370000
150,CPR24966,Parks and Recreation Department,Ceylon Park,"Design of park improvements including upgrades to artificial turf, sports lighting, basketball court, playgrounds, splash pad, spectator seating, and accessibility.",Parks and Recreation Department,In Construction,Roxbury,4675000,650000,0,0,0,0,1000000,0,0,1325858,0,500000,3499142,0,0,0,0,0,0,700000,300000,0,6325000
151,CPR24856,Parks and Recreation Department,Christopher Columbus Park,"Playground renovation including play structure, safety surfacing, fencing, lighting, site furnishings, pathway repairs, drainage, signage, and green infrastructure to mitigate future sea level rise.",Parks and Recreation Department,In Design,North End,3500000,0,0,0,0,0,1150000,0,0,0,0,0,3500000,0,0,0,0,0,400000,650000,100000,0,4650000
152,CPR25338,Parks and Recreation Department,Christopher Lee Playground Play Area,"Renovate play area equipment, surfacing, and drainage.",Parks and Recreation Department,Study Underway,South Boston,80000,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,80000
153,CPR24960,Parks and Recreation Department,Commonwealth Avenue Mall: Kenmore Block,"Design for improvements to include new pathways, a plaza area, lighting, site furnishings, utilities, stormwater infrastructure, irrigation, and plantings including trees.",Parks and Recreation Department,In Construction,Fenway / Kenmore,2565000,0,0,0,0,0,0,0,0,184199,250000,1500000,630801,0,0,0,0,0,0,0,0,0,2565000
154,CPR25200,Parks and Recreation Department,Condor Street Urban Wild,"Make improvements to the Condor Street Urban Wild area on the banks of the Chelsea Creek, including ecological sustainability and visitor access.",Parks and Recreation Department,In Design,East Boston,760000,0,0,0,0,0,0,0,0,0,25000,35000,700000,0,0,0,0,0,0,0,0,0,760000
155,CPR24965,Parks and Recreation Department,Coppens Square,Design and construction of park improvements including replacement of the Mayor Theodore Lyman fountain that was removed in 1951.,Parks and Recreation Department,In Design,Dorchester,1475000,0,0,0,0,0,0,0,0,0,0,55000,1420000,0,0,0,0,0,0,0,0,0,1475000
156,CPR25070,Parks and Recreation Department,Court Renovations,"Annual program to rehabilitate tennis, basketball, and street hockey courts citywide.",Parks and Recreation Department,Annual Program,Citywide,3570000,0,0,0,0,0,0,0,0,1349840,500000,500000,1220160,0,0,0,0,0,0,0,0,0,3570000
157,CPR24853,Parks and Recreation Department,Daisy Field at Olmsted Park,"Park renovation including two softball fields, pathways, and LED sports lighting.",Parks and Recreation Department,In Design,Jamaica Plain,1140000,0,0,0,0,0,0,0,0,85145,20000,55000,979855,0,0,0,0,0,0,0,0,0,1140000
158,CPR25122,Parks and Recreation Department,Dog Recreation Areas at Various Parks,Expand dog recreation facilities throughout the City.,Parks and Recreation Department,Annual Program,Citywide,500000,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,500000
159,CPR25292,Parks and Recreation Department,Doherty Park Accessibility Improvements,Design a welcoming and accessible pedestrian plaza on Bunker Hill Street.,Parks and Recreation Department,In Design,Charlestown,150000,0,0,0,0,0,0,0,0,0,0,20000,130000,0,0,0,0,0,0,0,0,0,150000
160,CPR24237,Parks and Recreation Department,Dudley Town Common,"Improvements to Dudley Town Common to support the use of this neighborhood ""Common"" for gathering and civic uses.",Parks and Recreation Department,In Design,Roxbury,1270000,0,0,0,0,0,0,0,0,34796,25000,25000,1185204,0,0,0,0,0,0,0,0,0,1270000
161,CPR25202,Parks and Recreation Department,Fidelis Way,"Renovate park including playground, safety surfacing, water play, paving, entrances and pathways, and minor repairs to basketball courts.",Parks and Recreation Department,In Design,Allston / Brighton,2060000,0,0,0,0,0,0,0,0,11573,100000,120000,1828427,0,0,0,0,0,0,0,0,585000,2645000
162,CPR25049,Parks and Recreation Department,Field House Programming Study,Study and design of facility and programming improvements at Billings Field Fieldhouse and Lee Playground Fieldhouse.,Public Facilities Department,To Be Scheduled,Multiple Neighborhoods,125000,0,0,0,0,0,0,0,0,0,0,0,125000,0,0,0,0,0,0,0,0,0,125000
163,CPR24793,Parks and Recreation Department,Field Lights at Various Parks,Upgrade park field lights at various locations including Hemenway Park and Fallon Field.,Parks and Recreation Department,Annual Program,Citywide,3900000,0,0,0,0,0,0,0,0,699093,20000,150000,3030907,0,0,0,0,0,0,0,0,0,3900000
164,CPR24884,Parks and Recreation Department,Fort Point Channel Park,"Design and implementation of a signature, climate resilient waterfront park along the Fort Point Channel. Federal funding is anticipated.",Planning Department,In Design,South Boston,10000000,0,0,0,0,0,0,0,0,0,3000000,1000000,6000000,0,0,0,0,0,0,0,0,0,10000000
165,CPR25285,Parks and Recreation Department,Franklin Park Circuit Drive Safety Improvements,Design safety and stormwater improvements for Circuit Drive.,Parks and Recreation Department,In Construction,Roxbury,0,0,0,925000,0,0,0,0,0,0,0,0,0,48975,90000,130000,656025,0,0,0,0,0,925000
166,CPR25198,Parks and Recreation Department,Franklin Park Overlook,Develop programming for the Elma Lewis Playhouse and make improvements to the Overlook area of Franklin Park.,Parks and Recreation Department,In Design,Roxbury,0,0,0,750000,0,0,0,0,0,0,0,0,0,207701,0,0,542299,0,0,0,0,0,750000
167,CPR24738,Parks and Recreation Department,Franklin Park Master Plan,Develop a master plan that will enhance historic Franklin Park as a keystone park in the geographical heart of the City.,Parks and Recreation Department,Implementation Underway,Multiple Neighborhoods,0,0,0,16215000,0,0,0,0,0,0,0,0,0,1423385,85000,0,14706615,0,0,0,0,0,16215000
168,CPR25287,Parks and Recreation Department,Franklin Park Peabody Circle,"Design improvements to Peabody Circle that create a welcoming and functional park entrance that coordinates with ZNE, and the Blue Hill Avenue and Columbia Road Transportation Action Plans.",Parks and Recreation Department,To Be Scheduled,Roxbury,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,20000,280000,0,0,0,0,0,300000
169,CPR25323,Parks and Recreation Department,Franklin Park Shattuck Tennis Courts,Design for increased tennis court capacity and other improvements at the Shattuck Tennis Courts and Grove.,Parks and Recreation Department,In Construction,Multiple Neighborhoods,0,0,0,4660000,0,0,0,0,0,0,0,0,0,107653,425000,1060000,3067347,0,0,0,0,0,4660000
170,CPR24826,Parks and Recreation Department,General Parks Improvements,"Replace fencing, pavement, court lighting, and other infrastructure improvements needed.",Parks and Recreation Department,Annual Program,Citywide,3096000,1000000,0,1200000,0,0,0,0,0,701213,1500000,750000,1144787,0,75000,100000,1025000,0,0,0,0,0,5296000
171,CPR25112,Parks and Recreation Department,Geneva Cliffs Urban Wild,"Reprogram Geneva Cliffs from an Urban Wild to a city park with playground, passive seating, walking paths, and accessible entrances.",Parks and Recreation Department,In Construction,Dorchester,2000000,0,0,0,0,0,0,0,0,35391,55000,180000,1729609,0,0,0,0,0,0,0,0,0,2000000
172,CPR25028,Parks and Recreation Department,Greenhouses at Franklin Park,Renovation and heating system upgrades for BPRD's greenhouse facility.,Public Facilities Department,To Be Scheduled,Roxbury,750000,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,750000
173,CPR25291,Parks and Recreation Department,Harambee Park Phase 5,"Design and construct improvements to the netball court with fencing, build a tennis court, and separate sewer and drain lines as required by BWSC.",Parks and Recreation Department,In Design,Dorchester,1510000,0,0,0,0,0,0,0,0,0,65000,120000,1325000,0,0,0,0,0,0,0,0,0,1510000
174,CPR25116,Parks and Recreation Department,Hardiman Playground,Develop design for a complete renovation of the play area.,Parks and Recreation Department,In Design,Allston / Brighton,100000,140000,0,0,0,0,0,0,0,78800,0,40000,121200,0,0,0,0,0,0,0,0,0,240000
175,CPR25072,Parks and Recreation Department,Historic Cemeteries,Ongoing program of repairs in designated historic cemeteries located throughout the City.,Parks and Recreation Department,Annual Program,Multiple Neighborhoods,2000000,0,0,0,0,0,0,0,0,1408234,100000,300000,191766,0,0,0,0,0,0,0,0,0,2000000
176,CPR25027,Parks and Recreation Department,Jamaica Pond Boathouse Study,Programming study for Jamaica Pond Boathouse.,Public Facilities Department,Study Underway,Jamaica Plain,500000,0,0,0,0,0,0,0,0,0,150000,150000,200000,0,0,0,0,0,0,0,0,0,500000
177,CPR25201,Parks and Recreation Department,Jefferson Playground,"Make improvements to the ball field, playground, basketball court, seating, and drainage in the park, and upgrade field lighting.",Parks and Recreation Department,In Design,Jamaica Plain,350000,0,0,0,0,0,0,0,0,0,41250,220000,88750,0,0,0,0,0,0,0,0,0,350000
178,CPR24961,Parks and Recreation Department,Mary Ellen Welch Greenway,"Design of comprehensive park improvements including sea level rise mitigation, stormwater management upgrades, improvements to pathways, furnishings, plantings and murals.",Parks and Recreation Department,In Construction,East Boston,3300000,0,0,0,0,0,1000000,0,0,293361,195000,550000,2261639,0,0,0,0,0,0,150000,850000,0,4300000
179,CPR24860,Parks and Recreation Department,McKinney Playground,Partial implementation of the master plan including ball field renovations and pathway improvements.,Parks and Recreation Department,In Construction,Allston / Brighton,3573000,0,0,0,0,0,0,0,0,273106,45000,250000,3004894,0,0,0,0,0,0,0,0,1612000,5185000
180,CPR25293,Parks and Recreation Department,McLaughlin Playground,"Design improvements to the play area, basketball court, plaza, accessible pathways, and fields.",Parks and Recreation Department,In Design,Mission Hill,300000,0,0,0,0,0,0,0,0,0,0,75000,225000,0,0,0,0,0,0,0,0,0,300000
181,CPR25025,Parks and Recreation Department,McLean Playground,Improvements to basketball court and nearby areas to improve accessibility and access to the site.,Parks and Recreation Department,In Construction,East Boston,1410000,0,0,0,0,0,0,0,0,128090,100000,845000,336910,0,0,0,0,0,0,0,0,0,1410000
182,CPR25117,Parks and Recreation Department,Millennium Park Restroom Building,Design and construct permanent bathroom facilities for the park.,Public Facilities Department,In Design,West Roxbury,250000,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,250000
183,CPR24857,Parks and Recreation Department,Moakley Park,Implementation of master plan for Moakley Park. This project will redesign the park including climate resilience features to mitigate flood risk.,Parks and Recreation Department,In Design,South Boston,37859765,12140235,0,0,0,0,2670000,0,19817200,5426863,100000,5000000,39473137,0,0,0,0,1500000,0,0,20987200,0,72487200
184,CPR25086,Parks and Recreation Department,Moakley Park O&M Building,Design a new operations and maintenance building as part of Phase 1 park improvements.,Public Facilities Department,In Design,South Boston,1050000,0,0,0,0,0,0,0,0,664224,15000,50001,320775,0,0,0,0,0,0,0,0,0,1050000
185,CPR25115,Parks and Recreation Department,Mount Hope Cemetery Paving Improvements,Survey and design to prioritize roadway and landscape improvements at Mt. Hope Cemetery.,Parks and Recreation Department,In Construction,Mattapan,300000,0,0,0,0,0,0,0,0,0,35000,265000,0,0,0,0,0,0,0,0,0,0,300000
186,CPR25295,Parks and Recreation Department,Mozart Park Playground & Art Setting,Design improvements to the play area and site permanent location for proposed artwork.,Parks and Recreation Department,In Design,Jamaica Plain,180000,0,0,0,0,0,0,0,0,0,50000,90000,40000,0,0,0,0,0,0,0,0,0,180000
187,CPR25163,Parks and Recreation Department,Open Space Acquisition,Acquire property suitable for preservation and use as public open space.,Parks and Recreation Department,Annual Program,Citywide,10000000,0,0,0,0,0,0,0,0,39367,0,0,9960633,0,0,0,0,0,0,0,0,0,10000000
188,CPR25342,Parks and Recreation Department,Park Accessibility Improvements,"Install companion seating, communication boards, sensory play spaces, and other accessibility elements at 19 parks across the city.",Parks and Recreation Department,In Design,Multiple Neighborhoods,300000,0,0,0,0,0,0,0,0,0,50000,75000,175000,0,0,0,0,0,0,0,0,0,300000
189,CPR24020,Parks and Recreation Department,Park Planning Studies,"Planning and related landscape design services including: capital phasing plans, development of standard details and specifications and miscellaneous planning services.",Parks and Recreation Department,Annual Program,Citywide,247383,0,0,0,0,0,0,0,0,39050,0,0,208333,0,0,0,0,0,0,0,0,0,247383
190,CPR24855,Parks and Recreation Department,Penniman Road Play Area,"Design for a comprehensive park renovation including drainage, play lot, courts, passive areas, pathways, landscaping, site furnishings and infrastructure.",Parks and Recreation Department,In Design,Allston / Brighton,2050000,0,0,0,0,0,0,0,0,18100,50000,100000,1881900,0,0,0,0,0,0,0,0,270000,2320000
